Time: 3601.65
Lx: 32.073 0.326536
Ly: 15
Id TipoPieza x y ángulo
0 0 14.4513 1 0
1 0 18.6013 1 0
2 0 27.4376 1 0
3 0 28.073 5.85 0
4 1 18.0699 10 0
5 1 21.7376 10 0
6 1 24.199 0 0
7 1 25.4053 10 0
8 2 7.80178 0 0
9 2 19.6869 5.62492 0
10 2 23.8369 5.85 0
11 2 29.073 10 0
12 3 10.3 7.7012 0
13 3 10.6266 0 0
14 3 13.4955 4.64563 0
15 3 13.4955 9.81334 0
16 4 0 4.85 0
17 4 1.24271 0 0
18 4 2.15 10 0
19 4 5.15 6.85 0
20 5 2 1.54635 0
21 5 3.81459 12 0
22 5 7.28965 3.7 0
23 5 9.3 12 0
24 6 0 7.06213 0
25 6 0 10.3015 0
26 6 0 12.4515 0
27 6 11.1197 12.4591 0
