Time: 3602.15
Lx: 913 0.336243
Ly: 1000
Id TipoPieza x y ángulo
0 0 328 525 0
1 0 537 264 0
2 0 657 794 0
3 0 657 0 0
4 0 328 41 90
5 1 214 327 0
6 1 429 272 0
7 1 707 655 0
8 1 707 144 0
9 1 120 900 90
10 1 549 408 90
11 1 584 870 90
12 1 657 164 90
13 1 657 64 90
14 1 704 655 90
15 2 315 753 0
16 2 429 525 0
17 2 429 1000 0
18 2 829 655 0
19 2 429 1000 90
20 3 0 324 0
21 3 0 894 0
22 3 0 70 0
23 3 0 456 0
24 3 328 202 0
25 3 353 132 0
26 3 353 272 0
27 3 0 640 90
28 3 0 70 90
29 3 0 456 90
30 4 117 617 0
31 4 117 324 0
32 4 349 0 0
33 4 388 669 0
34 4 693 563 0
35 4 718.5 482.5 0
36 4 797 938 0
37 4 846 265 0
38 4 859 342 0
39 4 859 938 0
40 4 859 503 0
41 4 859 565 0
42 4 868 404 0
43 4 868 627 0
44 4 868 203 0
