Time: 3601.16
Lx: 34.2018 0.368455
Ly: 15
Id TipoPieza x y ángulo
0 0 23.5938 5.24548 0
1 0 25.4383 1 0
2 0 29.5883 1 0
3 0 30.2018 5.86092 0
4 1 14.8177 10 0
5 1 15.5915 0 0
6 1 20.6761 4.74548 0
7 1 23.4092 10 0
8 2 19.2592 0 0
9 2 19.2592 10 0
10 2 27.5592 8.43046 0
11 2 31.2018 11 0
12 3 10.15 10 0
13 3 10.1581 0 0
14 3 11.9354 4.55601 0
15 3 15.9561 4.85 0
16 4 5 8.91459 0
17 4 5 0 0
18 4 6.78541 5.15 0
19 4 5 11.5329 180
20 5 2 12 0
21 5 2.025 2.23292 0
22 5 5.74271 1.53906 0
23 5 5.74271 5.38292 0
24 6 0 0 0
25 6 1.59271 5.38292 0
26 6 3.30222 11.6829 0
27 6 6.375 13 0
