Time: 3604.08
Lx: 689 0.337538
Ly: 1000
Id TipoPieza x y ángulo
0 0 0 508 0
1 0 0 354 0
2 1 266 202.936 0
3 1 266.152 332.936 0
4 1 517 476 0
5 1 120 662 90
6 2 621.152 466 0
7 2 689 228 0
8 3 0 344 0
9 3 0 264 0
10 3 250 192.936 0
11 3 0 4.28626e-15 90
12 4 533 606 0
13 4 599.436 678 0
14 4 644 737.578 0
15 4 644 529.294 0
16 4 644 601.294 0
17 4 644 457.294 0
18 5 689 990 0
19 5 266 760 90
20 6 464 547.588 90
21 6 566.152 278 90
22 7 80 156 0
23 7 395 844 180
24 8 110 772 90
25 8 240 662 90
26 9 447 816.932 0
27 9 495 92 0
