Time: 3600.67
Lx: 635 0.236523
Ly: 1000
Id TipoPieza x y ángulo
0 0 0 0 0
1 0 259 0 0
2 0 328 416 90
3 0 328 160 90
4 1 409 652 0
5 1 509 718 0
6 1 409 802 90
7 1 409 672 90
8 1 478 488 90
9 1 635 838 90
10 1 635 62 90
11 1 635 618 90
12 2 245 976 0
13 2 504 1000 0
14 2 573 618 0
15 2 573 390 0
16 3 0 214 0
17 3 0 284 0
18 3 0 354 0
19 3 0 678 0
20 3 0 748 0
21 3 0 424 0
22 3 359 360 0
23 3 0 424 90
24 4 317 902 0
25 4 429 880 0
26 4 498 420 0
27 4 528 938 0
28 4 590 938 0
29 4 590 342 0
30 4 590 494 0
31 4 590 556 0
32 4 590 0 0
33 4 590 252 0
34 4 590 162 0
35 4 590 432 0
