Time: 3601.23
Lx: 685 0.292251
Ly: 1000
Id TipoPieza x y ángulo
0 0 0 360 0
1 0 0 732 0
2 0 245 48 0
3 0 256 732 0
4 1 0 240 0
5 1 0 880 0
6 1 100 880 0
7 1 100 42 0
8 1 200 876 0
9 1 371 222 0
10 1 519 560 0
11 1 519 732 0
12 2 245 732 0
13 2 245 240 0
14 2 501 648 0
15 2 501 420 0
16 3 501 560 0
17 3 501 70 0
18 3 501 140 0
19 3 501 210 0
20 3 501 420 0
21 3 501 350 0
22 3 501 280 0
23 3 501 490 0
24 4 317 876 0
25 4 345 938 0
26 4 479 670 0
27 4 529 852 0
28 4 578 938 0
29 4 595 876 0
30 4 640 684 0
31 4 640 938 0
32 4 640 746 0
33 4 640 831 0
34 4 640 560 0
35 4 640 622 0
