Time: 3602.85
Lx: 836 0.359952
Ly: 1000
Id TipoPieza x y ángulo
0 0 284 1000 0
1 0 800.429 834 0
2 0 1.739e-14 570 90
3 0 267.661 3.478e-14 180
4 0 506.186 240 270
5 1 368.186 327.158 0
6 1 736 488.377 0
7 1 736 834 0
8 1 736 110 0
9 1 150 154 90
10 2 450 990 0
11 2 506.186 416 0
12 2 836 332.377 180
13 2 306 286 270
14 2 440 1000 270
15 3 96 650 0
16 3 160.556 540 0
17 3 548.429 650 0
18 3 661.661 0 0
19 3 661.661 0 90
20 4 351.763 620 0
21 4 351.763 524 0
22 4 582 488.377 0
23 4 96 0 90
24 4 96 606 90
