Time: 3602.5
Lx: 195.564 0.646289
Ly: 104
Id TipoPieza x y ángulo
0 0 100.261 55.2 0
1 0 143.164 0 0
2 0 145.764 41.0004 0
3 0 195.564 28 180
4 1 111.764 6.69861 0
5 1 60.0667 90.7395 180
6 1 75.8951 49.3609 180
7 1 111.764 93.6 180
8 2 100.95 27.8 0
9 2 89.8609 80.3395 180
10 3 177.164 43.6 0
11 3 191.564 43.6 0
12 4 14.0951 32.3922 0
13 4 34.4951 33.1984 0
14 4 70.3637 93 0
15 4 185.564 93 0
16 5 41.5417 76.7734 0
17 5 2 27.8922 180
18 5 88.2951 28.9609 180
19 5 94.042 0 180
20 6 50.8951 0 0
21 6 29 93.6 180
22 7 0 2.67231 0
23 7 166.106 93.6 180
