Time: 3602.2
Lx: 1430.59 0.745835
Ly: 1000
Id TipoPieza x y ángulo
0 0 345 572 0
1 0 515 844 0
2 0 965.491 416 0
3 1 345 340 0
4 1 565.491 340 0
5 1 765.491 340 0
6 1 871 880 0
7 1 871 660 0
8 1 1071 880 0
9 2 245 398 0
10 2 245 788 0
11 2 1158 228 0
12 3 0 70 0
13 3 345 240 0
14 3 345 70 0
15 3 629 240 0
16 3 345 816 90
17 3 701 560 90
18 4 1088 718 0
19 4 1275 24.4214 0
20 4 1275 669.755 0
21 4 1275 266.088 0
22 4 1288 924.421 0
23 4 1385.59 145.255 0
24 4 1385.59 386.921 0
25 4 1385.59 790.588 0
26 4 1385.59 548.921 0
