Time: 3602.5
Lx: 11501.6 0.24311
Ly: 4900
Id TipoPieza x y ángulo
0 0 8501.62 86 0
1 0 6217 4814 180
2 1 8203.11 2718 0
3 1 8467.62 2979 0
4 2 6217 2805.26 0
5 2 6318.62 253.623 0
6 2 6318.62 1487 180
7 2 11501.6 4727 180
8 3 4455 2413 0
9 3 9362.26 2189.79 0
10 3 1666 2464.25 180
11 3 1674.64 1401.73 180
12 4 7618.9 4256.98 0
13 4 4305 387 180
14 4 7793.63 4900 180
15 4 7872.14 2615.52 180
16 5 410.162 1401.73 0
17 5 2705 645 0
18 5 4504.28 1660 0
19 5 5440.28 1573.29 0
20 6 305.496 2455 0
21 6 4270.5 2597 180
22 7 0 0 0
23 7 2705 4900 180
