Time: 3601.46
Lx: 80.2418 0.759477
Ly: 70
Id TipoPieza x y ángulo
0 0 61.6223 4 0
1 1 49.016 0 0
2 2 74.2418 35 0
3 3 58.7471 29.6738 0
4 4 34.6855 19.3305 0
5 5 0 48.8419 0
6 6 29.016 4.3305 0
7 7 15.0168 19.5613 0
8 8 11.355 0 0
9 9 0 32.9424 0
10 10 51.2418 22.6738 0
11 11 74.2418 12 0
12 12 38.6069 58 0
13 13 0 17.9424 0
14 14 62.2418 60 0
15 15 50.9243 53.9824 0
16 16 47 38.6823 0
17 17 59.2418 44.6738 0
18 18 74.2418 63 0
19 19 17 38.5613 0
20 20 0 4.9424 0
21 21 4 61.8419 0
22 22 15 53.5613 0
23 23 72.2418 48 0
24 24 28 36.5613 0
