Time: 3601.57
Lx: 66.875 0.241645
Ly: 60
Id TipoPieza x y ángulo
0 0 21.5784 59 0
1 0 39.875 8 0
2 0 51.875 8 0
3 1 2 60 0
4 1 2 12 0
5 1 47.475 36 0
6 2 18.875 26.9333 0
7 2 27.8892 50.9884 0
8 2 29.875 24 0
9 3 38.875 24 0
10 3 52.875 24 0
11 3 52.875 45 0
12 4 7 7 0
13 4 16.6294 48.5686 0
14 4 54.475 24 0
15 5 0 47 0
16 5 8.8 59 0
17 5 36.475 57 0
18 6 42.375 53 0
19 6 42.375 58 0
20 6 43.875 48 0
21 7 11.2 18.4 0
22 7 21.4693 35.8909 0
23 7 21.4693 42.5686 0
24 8 23.9195 52.9884 0
25 8 38.875 3.66667 0
26 8 54.875 2 0
27 9 2.875 12 0
28 9 9 0 0
29 9 13.9667 26.9333 0
