Time: 3602.01
Lx: 94.4 0.708686
Ly: 40
Id TipoPieza x y ángulo
0 0 47 9 0
1 0 47 33 0
2 0 56 23.6 0
3 0 72.1 28 0
4 1 58.1 30 0
5 1 82.4 27 0
6 1 82.4 1 0
7 1 82.4 33 0
8 2 12 1 0
9 2 12 10 0
10 2 16.5714 22 0
11 2 24 1 0
12 3 0 20.6 0
13 3 0 1 0
14 3 3 9 0
15 3 4 12 0
16 3 7.6 0 0
17 3 14.6 30 0
18 3 36 2 0
19 3 71.1 35.2857 0
20 4 4 20.6 0
21 4 4 15 0
22 4 6.6 22 0
23 4 36 5 0
24 4 45 21.6 0
25 4 64.4 9 0
26 4 64.4 20.6 0
27 4 64.4 0 0
28 5 3.6 19 0
29 5 12 20.6 0
30 5 29.5714 18 0
31 5 29.5714 21 0
32 5 29.5714 22 0
33 5 45 7 0
34 5 58 18.6 0
35 5 71 19.6 0
36 6 0 0 0
37 6 0 18 0
38 6 0.6 26 0
39 6 0.6 27 0
40 6 3.6 23.2 0
41 6 6.6 27 0
42 6 33 20 0
43 6 33.5714 25 0
44 7 37 28 0
45 7 37 23 0
46 7 37 38 0
47 7 37 20 0
48 7 50 18 0
49 7 55 36 0
50 7 63 18 0
51 7 73.4 23.6 0
