Time: 3600.88
Lx: 10983.7 0.207422
Ly: 4900
Id TipoPieza x y ángulo
0 0 4983.74 141.347 0
1 0 7983.74 86 0
2 1 0 0 0
3 1 7949.74 2847 0
4 2 -3.63798e-12 657.952 0
5 2 -3.63798e-12 2317.95 0
6 2 2800.74 283.915 0
7 2 8800.74 3413 0
8 3 140 4595 0
9 3 140 261 0
10 3 7521.45 2515.16 0
11 3 8004.74 3108 0
12 4 7200.74 4030.56 0
13 4 7200.74 3650.84 0
14 4 7200.74 2173.01 0
15 4 7200.74 4410.27 0
16 5 0 3915.07 0
17 5 2225.82 3089 0
18 5 3588.12 3089 0
19 5 10027.8 2188 0
20 6 2239 1796 0
21 6 4913.26 2357.84 0
22 7 1806 3748 0
23 7 4524.12 3748 0
