Time: 3600.68
Lx: 44.4014 0.38065
Ly: 40
Id TipoPieza x y ángulo
0 0 37.4014 21.0553 0
1 0 37.4014 1.81718 0
2 0 37.4014 13.0411 0
3 0 37.4014 29.0695 0
4 1 24.9194 17.9716 0
5 1 24.9194 25.9858 0
6 1 24.9194 34 0
7 1 24.9194 9.95742 0
8 2 0 28.2 0
9 2 0 16.4 0
10 2 12.4 29.4284 0
11 2 12.4 13.4 0
12 3 0 8.2 0
13 3 0 1.4 0
14 3 0 35.6 0
15 3 0 4.8 0
16 3 0 23.8 0
17 3 4.4 1.4 0
18 3 4.4 37 0
19 3 8.8 1.4 0
20 4 0.0825049 12.994 0
21 4 23.1657 4.2 0
22 4 26.0529 2.8 0
23 4 26.0529 1.4 0
24 4 26.0529 5.6 0
25 4 26.0529 0 0
26 4 36.4014 9.87371 0
27 4 36.4014 0 0
28 5 0 0 0
29 5 0 39 0
30 5 4.4 4.8 0
31 5 8.8 39 0
32 5 9.48246 24.9509 0
33 5 12.4 20.8 0
34 5 12.4872 0 0
35 5 29.4787 7.6188 0
36 6 4.4 0 0
37 6 4.4 6.96569 0
38 6 8.28719 6.2 0
39 6 8.8 37.6 0
40 6 11.6872 6.2 0
41 6 16.8872 -2.00002e-09 0
42 6 20.2872 0 0
43 6 30.5194 32.3858 0
44 7 12.0531 11 0
45 7 14.2 37.9784 0
46 7 14.2 3.8 0
47 7 14.2 8.6 0
48 7 14.8825 22.8175 0
49 7 16.0872 1.4 0
50 7 16.0872 25.2175 0
51 7 16.0872 6.2 0
