Time: 3602.01
Lx: 731 0.336788
Ly: 1000
Id TipoPieza x y ángulo
0 0 0 0 0
1 0 -1.00039e-09 154 0
2 0 -1.00039e-09 308 0
3 0 270.142 0 0
4 1 40 502 0
5 1 72 880 0
6 1 379.284 744.142 0
7 1 521 210 0
8 1 536.142 80 0
9 1 631 880 0
10 1 631 224 0
11 1 631 750 0
12 2 245 690 0
13 2 511 382 0
14 2 519.284 662 0
15 2 519.284 904.142 0
16 3 70 770 0
17 3 80.2843 870 0
18 3 182 984.142 0
19 3 547 424 0
20 3 547 584 0
21 3 547 504 0
22 3 547 70 0
23 3 547 740 0
24 4 17 759.142 0
25 4 331.284 280 0
26 4 331.284 194 0
27 4 393 938 0
28 4 403.284 208 0
29 4 546.284 794 0
30 4 546.284 594 0
31 4 571.569 866 0
32 4 571.569 938 0
33 4 663.142 80 0
34 4 678.858 152 0
35 4 678.858 598 0
