Time: 3602.91
Lx: 28.2333 0.316411
Ly: 70
Id TipoPieza x y ángulo
0 0 16.2333 21.6 0
1 1 5 63 180
2 2 22.2333 29 0
3 3 9.53333 22.4667 0
4 4 0 20 0
5 5 6 36.4667 180
6 6 18 60.4667 180
7 7 8 30.4667 0
8 8 28.2333 70 180
9 9 20.2333 0 0
10 10 10 0 180
11 11 20.3667 2.84444 0
12 12 8 20 180
13 13 15.75 25.9667 0
14 14 15 10 180
15 15 22.2333 45 0
16 16 8 2 0
17 17 12.2333 14 0
18 18 28.2333 58 180
19 19 5 62 0
20 20 0 44.4667 0
21 21 4 44.4667 180
22 22 6 40.4667 0
23 23 9 60.4667 0
24 24 18 35 0
