Time: 3606.36
Lx: 39.5903 0.318014
Ly: 15
Id TipoPieza x y ángulo
0 0 28.9468 8.14352 0
1 0 31.5903 4.46528 0
2 0 16.3125 11 90
3 0 25.0625 8.625 90
4 0 28.875 11 90
5 1 36.5903 0 0
6 1 36.5903 5 0
7 1 5 6 90
8 1 5 10 90
9 1 38.5903 15 180
10 2 19.5625 0 0
11 2 23.3125 4.625 0
12 2 23.5625 0.625 0
13 2 30.5208 0 0
14 2 33.0903 11 0
15 3 18.0625 8.625 0
16 3 18.3125 3.625 0
17 3 26.0208 0 0
18 3 18.0625 3.5 90
19 3 19.0625 0 90
20 4 13.0625 7.5 0
21 4 10 10 90
22 4 5 5 180
23 4 10 10 180
24 4 10 5 180
25 5 13 7.625 90
26 5 13 11.625 90
27 5 13 3.625 90
28 5 12.0625 3 180
29 5 10 9.625 270
30 6 3 0.5 0
31 6 7 0 0
32 6 8 5 0
33 6 11.5 4.625 0
34 6 22.0625 12.625 0
