Time: 3600.8
Lx: 1030 0.335287
Ly: 1000
Id TipoPieza x y ángulo
0 0 245 625.75 0
1 0 774 447 0
2 0 774 303 0
3 1 57.6522 462 0
4 1 57.6522 880 0
5 1 486.5 120 0
6 1 774 711 0
7 1 830 591 0
8 1 870.5 183 0
9 2 245 880 0
10 2 490 625.75 0
11 2 490 1000 0
12 3 0 652 0
13 3 0 236 0
14 3 0 306 0
15 3 275 306 0
16 3 275 970 0
17 3 275 236 0
18 4 791 938 0
19 4 853 938 0
20 4 919 938 0
21 4 919 762 0
22 4 945 826 0
23 4 985 876 0
24 4 985 938 0
25 4 985 135.5 0
26 4 985 741 0
27 5 774 1000 0
28 5 774 480 0
29 5 870.5 240 0
30 6 501 500 0
31 6 870.5 0 0
32 6 930 591 0
33 7 0 462 0
34 7 0 156 0
35 7 286 156 0
36 8 501 650 0
37 8 661 601 0
38 8 661 92 0
39 9 584.25 866 0
40 9 601 505 0
41 9 774 833 0
