Time: 3602.37
Lx: 1737 0.343069
Ly: 1000
Id TipoPieza x y ángulo
0 0 154 856 0
1 0 1097 168 0
2 0 1097 312 0
3 0 1236 846.352 0
4 0 1240.47 24 0
5 1 345 736 0
6 1 384 416 0
7 1 430 616 0
8 1 445 760 0
9 1 445 880 0
10 1 584 540 0
11 1 1637 652 0
12 1 1637 302 0
13 1 1637 532 0
14 1 1637 182 0
15 2 345 856 0
16 2 929 690 0
17 2 1097 462 0
18 2 1236 1000 0
19 2 1737 1000 0
20 3 339 416 0
21 3 384 606 0
22 3 384 346 0
23 3 668 460 0
24 3 745 1000 0
25 3 929 602 0
26 3 946 532 0
27 3 1130 526 0
28 3 1308 846.352 0
29 3 1553 70 0
30 4 17 332 0
31 4 17 90 0
32 4 17 842 0
33 4 17 756 0
34 4 17 544 0
35 4 17 0 0
36 4 385 635 0
37 4 540 0 0
38 4 589 41 0
39 4 740.5 560.5 0
40 4 946 930 0
41 4 957.224 172 0
42 4 1035.47 106 0
43 4 1370 470 0
44 4 1408 273 0
45 5 384 628 0
46 5 852 390 0
47 5 989 930 0
48 5 1353 532 180
49 5 1353 182 180
50 6 0 606 0
51 6 0 394 0
52 6 568 390 0
53 6 634 0 0
54 6 1253 626.352 0
55 7 0 322 0
56 7 77 156 0
57 7 286 266 0
58 7 787.224 156 0
59 7 947.764 758 0
60 8 363 0 0
61 8 545 756 0
62 8 545 880 0
63 8 1080.47 40.3333 0
64 8 1477 422 0
65 9 0 904 0
66 9 134.609 292 0
67 9 134.609 730 0
68 9 530 660 0
69 9 1496.47 70 0
