Time: 3606.51
Lx: 11412.5 0.237199
Ly: 4900
Id TipoPieza x y ángulo
0 0 9600.75 18 90
1 0 3089.75 3372 270
2 1 5524.75 305 90
3 1 11412.5 1866 90
4 2 378.747 173 0
5 2 936 2030.38 0
6 2 10856.1 2717 90
7 2 11140.2 0 90
8 3 4816.28 0 0
9 3 6044.73 4900 180
10 3 7219.37 1971.63 270
11 3 7839.76 4645.7 270
12 4 0 1606.98 0
13 4 5641.28 299 0
14 4 4820.75 413.774 180
15 4 659 4869.11 270
16 5 0 1974.98 0
17 5 659 3569.98 90
18 5 659 2633.98 90
19 5 3220.75 0 90
20 6 3582.73 4827 180
21 6 6258.73 4665 180
22 7 6676.75 667 90
23 7 6676.75 4900 270
