Time: 3600.79
Lx: 12006.1 0.274915
Ly: 4900
Id TipoPieza x y ángulo
0 0 9006.14 543 0
1 0 9006.14 4814 180
2 1 261 419.385 90
3 1 4450 57.4846 90
4 2 1627 2194.06 0
5 2 3724.5 3162.76 0
6 2 4450 1464.17 0
7 2 10834.8 2717 90
8 3 6642.53 2393 0
9 3 6642.53 0 0
10 3 8457.43 0 0
11 3 6642.53 305 180
12 4 2686.83 4532 0
13 4 9374.14 2609.67 90
14 4 1600 419.385 180
15 4 10992 4317.4 270
16 5 1725.18 0 0
17 5 2686.04 3704.06 0
18 5 5109 403.767 90
19 5 8967.53 1457 90
20 6 56 3607 0
21 6 1554 545.375 90
22 7 6301.14 305 0
23 7 4189 1942.37 180
