Time: 3602.83
Lx: 38.6333 0.301122
Ly: 15
Id TipoPieza x y ángulo
0 0 19.4667 11 0
1 0 21.5333 6.2 0
2 0 23.4667 11 0
3 0 26.6333 1 0
4 0 34.6333 1 0
5 1 31.6333 10 0
6 1 31.6333 0 0
7 1 3 5 180
8 1 3 10 180
9 1 37.6333 15 180
10 2 7 1 0
11 2 16 3 0
12 2 18.5333 6.46667 0
13 2 19.6333 0 0
14 2 23.6333 0.3 0
15 3 0 10 0
16 3 13.5 7 0
17 3 25.1333 5 0
18 3 27.1333 10 0
19 3 34.6333 5 0
20 4 29.6333 5 0
21 4 9 10 180
22 4 14.1667 10 180
23 4 15 15 180
24 4 15 5 180
25 5 8 12 0
26 5 16.6333 0 0
27 5 18.1333 12 0
28 5 31.6333 7 0
29 5 13 3 180
30 6 4 3 0
31 6 4 1 0
32 6 4 10 0
33 6 4 12 0
34 6 28.6333 6.5 0
