Time: 3602.05
Lx: 625.678 0.270494
Ly: 1000
Id TipoPieza x y ángulo
0 0 356 702 0
1 0 369.678 62 0
2 1 285.678 576 0
3 1 286 880 0
4 1 120 38 90
5 1 385.678 476 90
6 2 245 366 0
7 2 257.678 594 0
8 3 257.678 292 90
9 3 286 696 90
10 3 484.842 206 90
11 3 555.678 206 90
12 4 144 0 0
13 4 144 190.322 0
14 4 182.678 692.678 0
15 4 182.678 502 0
16 4 419.678 0 0
17 4 550.308 640 0
18 5 284 834 0
19 5 385.678 674 90
20 6 484.842 846 0
21 6 484.842 286 90
22 7 0 990 0
23 7 213.678 8.3276e-15 90
24 8 142 616 90
25 8 152.678 396 90
26 9 484.842 846 90
27 9 579.011 422 90
