Time: 3601.47
Lx: 53.6344 0.597273
Ly: 15
Id TipoPieza x y ángulo
0 0 38.3048 1 0
1 0 41.7196 5.96967 0
2 0 45.013 11 0
3 0 49.6344 1 0
4 1 22.5065 10 0
5 1 27.6835 10 0
6 1 50.6344 6.5 0
7 1 21.6469 5 180
8 2 33.1835 11 0
9 2 36.8048 6.5 0
10 2 40.4262 11 0
11 2 45.1344 0 0
12 3 13.6227 2.30553 0
13 3 23.6664 0.315095 0
14 3 28.3809 2.71509 0
15 3 33.057 0 0
16 4 7.12266 6.5 0
17 4 7.12266 0 0
18 4 15.0065 8.80553 0
19 4 5 11.5 180
20 5 5.228 0.862168 0
21 5 16 12 0
22 5 2 3 180
23 5 4.07844 8.36217 180
24 6 0 13 0
25 6 3.5 13 0
26 6 7 13 0
27 6 10.5 13 0
