Time: 3602.1
Lx: 12.44 0.212219
Ly: 40
Id TipoPieza x y ángulo
0 0 3.67394e-16 24.56 270
1 1 0 5 0
2 2 12.44 0 90
3 3 12.44 25.12 0
4 4 9 0.56 90
5 5 5.44 40 0
6 6 0 0 0
7 7 6.16667 19.56 0
8 8 9.44 12.56 180
9 9 7.44 12.56 0
10 10 5.44 8.56 180
11 11 9 6.56 180
12 12 0.44 12.56 0
13 13 0 28.56 0
14 14 0 24.56 0
15 15 6 23.56 0
16 16 10.44 6.56 0
17 17 8.44 30.12 0
18 18 10.44 9.56 0
19 19 9.44 13.56 90
20 20 4 8.56 90
21 21 12.44 14.56 90
22 22 2.16667 18.56 0
23 23 3 33.68 0
24 24 11.3333 20.2267 90
