Time: 3601.82
Lx: 3719.04 0.754541
Ly: 1000
Id TipoPieza x y ángulo
0 0 629 856 0
1 0 2393.48 0 0
2 0 2434.04 856 0
3 0 3463.04 856 0
4 1 0 660 0
5 1 84 880 0
6 1 1092.44 0 0
7 1 1422.04 880 0
8 1 1622.04 196 0
9 1 2206.04 466 0
10 1 3335.04 614 0
11 1 3619.04 170 0
12 2 529 481.977 0
13 2 529 888 0
14 2 3035.04 460.639 0
15 2 3035.04 842.06 0
16 3 0 560 0
17 3 785.445 323.977 0
18 3 1278.04 535.804 0
19 3 2206.04 756 0
20 3 3335.04 280 0
21 3 3335.04 450 0
22 3 3535.04 756 0
23 3 3535.04 70 0
24 4 17 162 0
25 4 17 0 0
26 4 82.4214 328 0
27 4 179 0 0
28 4 646 353.954 0
29 4 646 162 0
30 4 646 694 0
31 4 646 0 0
32 4 808 91.9768 0
33 4 947.445 0 0
34 4 1086.44 220 0
35 4 1086.44 413.93 0
36 5 2106.04 900 0
37 5 2106.04 553 0
38 5 2009.48 51.908 180
39 5 2406.04 274.06 180
40 6 1622.04 850 0
41 6 3135.04 560.639 0
42 6 3135.04 210 0
43 6 3619.04 390 0
44 7 950.423 438 180
45 7 1208.04 618.698 180
46 7 1504.34 209.804 180
47 7 3363.04 844 180
48 8 985 874.698 0
49 8 1308.04 670 0
50 8 1562.04 444 0
51 8 2839.26 0 0
52 9 324 14 0
53 9 1314.04 0 0
54 9 1568.04 0 0
55 9 1568.04 654 0
