Time: 3601.96
Lx: 629 0.274347
Ly: 1000
Id TipoPieza x y ángulo
0 0 144 529.458 90
1 0 294 429.458 90
2 1 396 742 0
3 1 529 836 0
4 1 529 292 0
5 1 529 112 0
6 2 529 412 0
7 2 609 640 0
8 3 396 710 0
9 3 294 429.458 90
10 3 325.787 786 90
11 3 396 4.28626e-15 90
12 4 427.787 862 0
13 4 483 14 0
14 4 483 76 0
15 4 483 938 0
16 4 584 710 0
17 4 584 774 0
18 5 287.787 994 90
19 5 0 189.458 180
20 6 314 232 0
21 6 150 429.458 90
22 7 110 156 0
23 7 286 844 180
24 8 110 0 90
25 8 228 227.458 90
26 9 240 685.458 90
27 9 567 442 90
