Time: 3600.87
Lx: 80.0595 0.742379
Ly: 40
Id TipoPieza x y ángulo
0 0 22.8849 2.17439 0
1 0 36.2124 33 0
2 0 36.5555 10.7078 0
3 1 61.0595 9.12537 0
4 1 61.0595 19.1254 0
5 1 68.0595 34 0
6 2 36.561 22.0092 0
7 2 45.8849 1 0
8 2 51.1864 32 0
9 3 0 0 0
10 3 0 36 0
11 3 0 22 0
12 3 8 0 0
13 3 13 29 0
14 3 14.7573 16 0
15 4 0.168753 7 0
16 4 33.8849 5 0
17 4 33.8849 0 0
18 4 47.5555 13 0
19 4 62.528 4.12537 0
20 4 72.0595 0 0
21 5 51.8384 21 0
22 5 66.0656 29 0
23 5 76.0595 13.7822 0
24 5 76.0595 5 0
25 5 76.0595 29 0
26 5 76.0595 24 0
27 6 16 0 0
28 6 27.5555 12 0
29 6 27.5555 28 0
30 6 27.5555 23 0
31 6 27.5555 33 0
32 6 54.5247 26 0
33 7 1 16 0
34 7 1 30 0
35 7 10.6569 23 0
36 7 10.6569 36 0
37 7 10.8256 10 0
38 7 23.7295 17 0
