Time: 3602.52
Lx: 80.102 0.759057
Ly: 70
Id TipoPieza x y ángulo
0 0 39.7042 4.25477 0
1 1 18 59.5494 0
2 2 74.102 32.2548 0
3 3 25.8048 0.254774 0
4 4 70.102 15.2548 0
5 5 57.102 18.1543 0
6 6 35.1688 34.3495 0
7 7 70.102 60 0
8 8 49.9477 32.2548 0
9 9 57.4031 0 0
10 10 57.102 53 0
11 11 16.8184 34.3495 0
12 12 6 7.44067 0
13 13 10.1059 0 0
14 14 35.601 60 0
15 15 29.102 45.9714 0
16 16 76.102 47 0
17 17 74.102 0.254774 0
18 18 0 50 0
19 19 4 26.4407 0
20 20 0 63 0
21 21 57.102 62 0
22 22 19 15.3495 0
23 23 42.102 49.3495 0
24 24 40.102 15.2548 0
