Time: 3608.28
Lx: 67.7414 0.251344
Ly: 60
Id TipoPieza x y ángulo
0 0 16 38 180
1 0 47.1343 1.16425 180
2 0 8 29 270
3 1 11 32 0
4 1 5 13 90
5 1 67.7414 58 270
6 2 18.5 44.75 0
7 2 0 2 90
8 2 17 11.3333 90
9 3 41.7414 34 0
10 3 41.7414 60 0
11 3 41 5 90
12 4 24.4 3 0
13 4 14 57.8103 180
14 4 14 37 180
15 5 32.7414 59 0
16 5 56.2301 37 0
17 5 32 53.5 270
18 6 44.7414 3 0
19 6 32.6207 57 180
20 6 3 40 270
21 7 61.7414 47 90
22 7 61.7414 38.6592 270
23 7 61.7414 50.0173 270
24 8 24 2 0
25 8 32.4618 20.3333 90
26 8 39.5414 52 90
27 9 42.3336 34 0
28 9 51.2436 39.2429 0
29 9 27.5 34.7621 270
