Time: 3600.96
Lx: 629 0.274347
Ly: 1000
Id TipoPieza x y ángulo
0 0 100 388 0
1 0 373 0 0
2 1 0 172 0
3 1 0 292 0
4 1 0 412 0
5 1 529 144 0
6 2 245 760 0
7 2 629 492 0
8 3 156.8 336 0
9 3 309.437 1000 0
10 3 310.125 848.437 0
11 3 340.8 214 0
12 4 301 848.437 0
13 4 484 858.562 0
14 4 510.437 938 0
15 4 584 577 0
16 4 584 716.562 0
17 4 584 928.562 0
18 5 284 1000 0
19 5 384 388 0
20 6 32 782 0
21 6 529 778.562 0
22 7 0 156 0
23 7 531 622.437 180
24 8 30 620 0
25 8 399 492 0
26 9 245 555.421 0
27 9 445 366 0
