Time: 3604.22
Lx: 30.6661 0.29564
Ly: 15
Id TipoPieza x y ángulo
0 0 4 1 0
1 0 26.6661 6 0
2 0 26.6661 11 0
3 0 26.6661 1 0
4 1 17.15 0.951639 0
5 1 23.6661 9.29262 0
6 1 17.8366 12 90
7 1 17.8366 6.75164 90
8 2 1 0 0
9 2 18.8366 5.95164 0
10 2 18.8366 9.95164 0
11 2 20.65 0.951639 0
12 3 12.75 0.751639 0
13 3 23.05 0.151639 0
14 3 12.75 0.5 90
15 3 26.6661 5.29262 90
16 4 5 9 180
17 4 10.3333 15 180
18 4 8.75 10.7516 270
19 4 10.3333 14.7516 270
20 5 2 12 0
21 5 3.33333 9 0
22 5 6.33333 7 0
23 5 22.471 12 0
24 6 0 9 0
25 6 2 4 0
26 6 4 5 0
27 6 6.75 5.625 0
