Time: 3602.54
Lx: 18539.8 0.530444
Ly: 4900
Id TipoPieza x y ángulo
0 0 4099 86 0
1 0 10711.5 419 0
2 1 1658.44 2783 0
3 1 7547.8 2997 0
4 2 5182.44 3399.96 0
5 2 14201.5 988.097 0
6 2 16356.8 2886.86 0
7 2 2183 1487 180
8 3 16615.1 681.445 0
9 3 16615.1 0 0
10 3 16873.8 1960.52 0
11 3 16615.1 4895 180
12 4 0 3534 0
13 4 11071.8 3084.58 0
14 4 1600 4763.35 180
15 4 15501.8 368 180
16 5 232.437 2385 0
17 5 2673 1634 0
18 5 2673 485 0
19 5 11050.4 4241 0
20 6 7601.54 1214 0
21 6 4636.44 4827 180
22 7 7855.44 3748 0
23 7 13161.8 3090.17 0
