Time: 3603.81
Lx: 1056 0.351653
Ly: 1000
Id TipoPieza x y ángulo
0 0 100 0 0
1 0 100 554 0
2 0 792 0 0
3 1 0 554 0
4 1 0 62 0
5 1 956 206 0
6 1 120 214 90
7 1 120 900 90
8 1 257.2 416 90
9 2 601 706.4 0
10 2 956 372 0
11 2 956 670 0
12 3 671 442 0
13 3 855 442 0
14 3 855 740 0
15 3 601 369.765 90
16 3 601 185.765 90
17 3 832 740 90
18 4 17 674 0
19 4 55 0 0
20 4 429.233 291.633 0
21 4 520.365 176.4 0
22 4 520.365 0 0
23 4 819 280 0
24 4 819 190 0
25 4 1011 144 0
26 4 1011 442 0
27 5 296.867 554 0
28 5 280 1000 90
29 5 280 238.4 180
30 6 956 754 0
31 6 956 504 0
32 6 792 44 90
33 7 356 218 0
34 7 676 713.765 90
35 7 676 992.4 270
36 8 120 144 0
37 8 120 890 0
38 8 711 553.765 90
39 9 83 698 0
40 9 120 794 0
41 9 902 904 0
