Time: 3601.49
Lx: 70.574 0.281393
Ly: 60
Id TipoPieza x y ángulo
0 0 52.874 22.1556 0
1 0 55.574 13.1556 0
2 0 55.574 27.4556 0
3 1 2 24.8 0
4 1 11.1207 32 0
5 1 30 12 0
6 2 2 49.6379 0
7 2 27.1207 59 0
8 2 36.6 27 0
9 3 11 50 0
10 3 14 15 0
11 3 18.1207 35 0
12 4 51.7296 0 0
13 4 55.7296 5 0
14 4 60.7296 0 0
15 5 37.1207 59 0
16 5 45.2207 32 0
17 5 49.6586 58.5402 0
18 6 0 58 0
19 6 2.12069 53 0
20 6 9.6 18 0
21 7 59.4883 41.4413 0
22 7 61.2202 30.6632 0
23 7 66.574 54 0
24 8 32.1207 29 0
25 8 62.1312 50.1556 0
26 8 62.574 41.9556 0
27 9 0 0 0
28 9 0 6.4 0
29 9 56.574 51.1556 0
