Time: 3603.89
Lx: 864 0.380694
Ly: 1000
Id TipoPieza x y ángulo
0 0 288 1000 0
1 0 580 840 0
2 0 580 600 0
3 0 864 996 0
4 0 864 497.333 0
5 1 -1e-09 0 0
6 1 -1e-09 606 0
7 1 96.0891 808.644 0
8 1 100 0 0
9 1 100 606 0
10 2 0 496.034 0
11 2 0 322.237 0
12 2 229.241 156 0
13 2 286 350.78 0
14 2 707.675 497.333 90
15 3 328 648.553 0
16 3 697.675 96 0
17 3 296 446 90
18 3 398 840 90
19 3 697.675 97.3333 90
20 4 21.8261 510 0
21 4 328 402.426 0
22 4 433.675 98.7797 0
23 4 697.675 0 0
24 4 296 606 90
